Order_ID,Product_Category,Product_Price,Discount_Applied,Delivery_Time_Days,Customer_Type,Payment_Method,Customer_Return_Rate,Product_Rating,Returned,seller_id,marketplace_id,order_timestamp
ORD00640,Beauty,3605.74,411.59,6,New,Card,0.06,1.1,0,S006,M002,2025-10-11
ORD00641,Electronics,2883.66,635.14,5,Returning,UPI,0.23,1.1,1,S009,M003,2025-11-06
ORD00642,Clothing,1293.51,161.72,3,New,UPI,0.23,1.9,0,S009,M003,2025-10-13
ORD00643,Footwear,3001.77,1021.24,7,New,Card,0.14,4.9,0,S007,M002,2025-11-25
ORD00644,Electronics,3436.88,891.55,6,New,Card,0.21,4.4,1,S007,M002,2025-10-28
ORD00645,Grocery,3827.25,1212.14,6,Returning,Wallet,0.11,2.8,1,S007,M002,2025-10-21
ORD00646,Clothing,2932.33,764.07,1,Returning,UPI,0.21,2.3,0,S010,M003,2025-09-08
ORD00647,Home,4707.74,272.59,5,Returning,COD,0.13,3.0,1,S001,M001,2025-08-31
ORD00648,Footwear,4081.62,1344.14,7,Returning,UPI,0.01,2.4,0,S003,M001,2025-09-22
ORD00649,Footwear,1158.29,344.29,5,New,COD,0.11,1.8,0,S006,M002,2025-11-05
ORD00650,Home,1923.64,488.85,7,Returning,Wallet,0.1,1.7,0,S006,M002,2025-10-25
ORD00651,Grocery,4706.64,1009.75,1,New,Wallet,0.03,4.8,0,S009,M003,2025-09-12
ORD00652,Electronics,2854.81,665.37,5,New,Wallet,0.2,3.4,0,S006,M002,2025-09-21
ORD00653,Clothing,4943.61,1507.66,3,New,Card,0.03,3.8,0,S006,M002,2025-11-06
ORD00654,Footwear,503.6,117.45,1,Returning,Card,0.06,2.3,0,S008,M002,2025-09-16
ORD00655,Home,257.0,17.4,2,Returning,COD,0.06,4.9,0,S009,M003,2025-09-10
ORD00656,Clothing,1699.74,152.55,4,New,Wallet,0.02,3.8,0,S010,M003,2025-10-06
ORD00657,Grocery,1853.6,229.42,5,Returning,COD,0.22,2.5,0,S007,M002,2025-09-28
ORD00658,Grocery,561.27,51.01,2,New,COD,0.09,3.1,0,S009,M003,2025-09-15
ORD00659,Electronics,4352.75,245.48,3,Returning,Card,0.08,1.7,1,S008,M002,2025-09-27
ORD00660,Beauty,2646.15,167.44,7,New,Card,0.16,2.9,0,S002,M001,2025-10-04
ORD00661,Grocery,3522.19,858.78,2,New,UPI,0.19,4.4,0,S001,M001,2025-11-08
ORD00662,Footwear,722.99,216.38,6,Returning,COD,0.03,1.3,0,S009,M003,2025-11-07
ORD00663,Footwear,3198.98,455.55,6,New,UPI,0.13,2.8,0,S008,M002,2025-11-06
ORD00664,Beauty,2910.89,443.66,6,Returning,COD,0.05,3.3,0,S008,M002,2025-09-16
ORD00665,Grocery,4902.11,1015.67,5,New,UPI,0.25,4.5,0,S004,M001,2025-11-02
ORD00666,Grocery,4771.22,793.66,1,New,COD,0.22,2.1,0,S009,M003,2025-11-12
ORD00667,Clothing,463.5,63.81,4,New,COD,0.07,4.0,0,S009,M003,2025-09-07
ORD00668,Electronics,2353.56,147.07,3,Returning,Wallet,0.13,3.2,0,S009,M003,2025-10-18
ORD00669,Footwear,2440.3,648.42,5,New,COD,0.21,4.0,0,S003,M001,2025-10-13
ORD00670,Footwear,3912.41,236.52,2,Returning,COD,0.02,2.0,0,S005,M001,2025-09-13
ORD00671,Clothing,4243.35,907.23,5,New,Card,0.09,3.3,0,S006,M002,2025-10-14
ORD00672,Footwear,3846.49,1104.2,2,New,Card,0.14,3.8,0,S009,M003,2025-11-20
ORD00673,Grocery,4870.82,1410.92,2,Returning,UPI,0.2,4.0,1,S007,M002,2025-09-14
ORD00674,Electronics,4685.15,1103.88,3,New,Wallet,0.19,4.4,0,S004,M001,2025-10-01
ORD00675,Footwear,1961.72,600.02,7,New,COD,0.03,2.3,1,S007,M002,2025-09-21
ORD00676,Grocery,337.93,37.79,5,Returning,COD,0.18,3.1,0,S010,M003,2025-09-13
ORD00677,Grocery,3650.36,1003.78,4,Returning,Card,0.05,2.1,0,S005,M001,2025-11-18
ORD00678,Footwear,2914.82,890.63,4,Returning,COD,0.12,2.5,0,S002,M001,2025-10-25
ORD00679,Beauty,3987.23,967.1,5,Returning,UPI,0.13,1.7,0,S008,M002,2025-09-06
ORD00680,Beauty,2285.55,574.78,2,New,COD,0.23,4.4,0,S007,M002,2025-11-20
ORD00681,Grocery,2878.57,476.11,3,Returning,COD,0.17,3.1,0,S010,M003,2025-11-24
ORD00682,Home,1434.27,97.05,3,New,Wallet,0.09,1.1,0,S007,M002,2025-10-13
ORD00683,Footwear,1974.31,126.58,2,New,Card,0.23,4.6,0,S010,M003,2025-10-09
ORD00684,Electronics,973.96,70.5,6,New,Card,0.23,4.8,0,S001,M001,2025-09-10
ORD00685,Clothing,3542.99,404.91,1,Returning,UPI,0.24,4.7,0,S008,M002,2025-11-27
ORD00686,Beauty,997.94,182.21,4,New,Card,0.05,2.8,0,S009,M003,2025-09-14
ORD00687,Footwear,2968.84,406.28,4,Returning,UPI,0.17,1.5,0,S002,M001,2025-10-22
ORD00688,Grocery,3557.37,1234.37,1,New,Card,0.19,4.4,0,S007,M002,2025-09-02
ORD00689,Home,1731.07,552.42,3,New,Card,0.19,2.8,1,S008,M002,2025-10-14
ORD00690,Beauty,1104.52,118.8,7,Returning,Wallet,0.04,3.2,1,S005,M001,2025-10-07
ORD00691,Footwear,4269.93,821.52,4,Returning,UPI,0.23,2.0,0,S007,M002,2025-10-08
ORD00692,Home,704.46,222.1,5,New,Wallet,0.16,3.5,0,S007,M002,2025-10-21
ORD00693,Electronics,520.67,70.76,1,Returning,COD,0.08,2.0,0,S006,M002,2025-09-29
ORD00694,Footwear,889.48,241.51,4,New,COD,0.15,4.8,0,S003,M001,2025-11-19
ORD00695,Electronics,2444.97,829.94,3,Returning,Card,0.25,1.5,0,S007,M002,2025-10-07
ORD00696,Electronics,3036.21,741.5,2,New,Wallet,0.25,4.9,0,S006,M002,2025-10-17
ORD00697,Home,1380.85,207.78,6,New,COD,0.07,4.6,0,S002,M001,2025-10-09
ORD00698,Electronics,2589.1,186.79,4,New,UPI,0.25,3.8,0,S006,M002,2025-10-25
ORD00699,Clothing,3215.64,600.93,6,New,UPI,0.01,3.7,1,S010,M003,2025-11-22
ORD00700,Grocery,1444.71,471.69,4,New,Wallet,0.2,2.1,0,S007,M002,2025-09-19
ORD00701,Grocery,702.34,104.94,6,Returning,COD,0.2,1.7,0,S007,M002,2025-09-30
ORD00702,Home,3783.93,924.64,3,Returning,Wallet,0.18,3.0,0,S003,M001,2025-10-07
ORD00703,Footwear,1494.16,473.48,1,New,Wallet,0.06,3.4,1,S007,M002,2025-09-27
ORD00704,Grocery,3264.42,975.48,7,Returning,Card,0.05,2.6,1,S009,M003,2025-11-20
ORD00705,Clothing,556.04,76.62,5,Returning,COD,0.04,4.9,0,S001,M001,2025-10-16
ORD00706,Home,694.29,220.09,5,New,Wallet,0.15,3.5,0,S010,M003,2025-11-12
ORD00707,Clothing,4629.66,1449.37,7,Returning,Wallet,0.17,3.9,0,S010,M003,2025-09-20
ORD00708,Electronics,2479.38,366.55,1,New,UPI,0.08,2.7,0,S009,M003,2025-11-01
ORD00709,Grocery,3075.31,508.13,2,Returning,Card,0.05,3.6,1,S010,M003,2025-10-26
ORD00710,Grocery,4802.94,1522.01,7,New,Wallet,0.16,4.2,1,S002,M001,2025-10-20
ORD00711,Beauty,1625.71,265.21,1,New,Wallet,0.09,2.4,0,S003,M001,2025-10-21
ORD00712,Clothing,1243.18,169.59,6,New,COD,0.22,3.4,0,S009,M003,2025-10-25
ORD00713,Beauty,1752.07,397.12,7,New,Wallet,0.09,1.3,1,S004,M001,2025-09-09
ORD00714,Clothing,2535.5,484.81,4,Returning,Wallet,0.02,1.5,1,S005,M001,2025-09-21
ORD00715,Footwear,1227.57,207.99,1,New,Wallet,0.16,4.9,0,S010,M003,2025-10-09
ORD00716,Clothing,985.81,145.22,7,Returning,Card,0.24,4.7,1,S003,M001,2025-10-31
ORD00717,Electronics,3816.98,1199.61,4,Returning,UPI,0.15,3.9,0,S007,M002,2025-11-27
ORD00718,Grocery,2502.89,848.41,1,Returning,Wallet,0.22,4.0,0,S008,M002,2025-09-07
ORD00719,Grocery,929.8,180.39,1,New,Card,0.19,3.4,0,S003,M001,2025-10-17
ORD00720,Home,1113.23,175.38,1,New,Wallet,0.2,2.1,1,S008,M002,2025-10-14
ORD00721,Footwear,3539.14,545.62,4,New,Card,0.07,2.7,0,S009,M003,2025-09-03
ORD00722,Electronics,1009.48,90.7,2,New,UPI,0.13,3.2,0,S008,M002,2025-10-30
ORD00723,Home,3873.26,686.87,1,New,Wallet,0.16,1.7,0,S001,M001,2025-10-17
ORD00724,Beauty,4375.64,338.93,1,Returning,UPI,0.1,4.3,1,S006,M002,2025-10-16
ORD00725,Beauty,4936.55,1392.16,1,New,UPI,0.2,3.8,0,S010,M003,2025-10-24
ORD00726,Clothing,1839.0,384.39,5,Returning,Wallet,0.24,5.0,1,S004,M001,2025-11-06
ORD00727,Home,2032.11,255.25,5,New,COD,0.06,1.4,0,S005,M001,2025-11-09
ORD00728,Clothing,3939.74,1256.29,4,New,COD,0.22,4.9,0,S006,M002,2025-11-02
ORD00729,Home,2210.08,509.53,3,New,UPI,0.19,2.9,0,S003,M001,2025-09-11
ORD00730,Home,1128.08,269.57,7,Returning,Card,0.13,3.8,0,S004,M001,2025-09-18
ORD00731,Electronics,802.01,184.86,5,New,Wallet,0.1,2.0,1,S003,M001,2025-10-16
ORD00732,Clothing,2529.73,499.79,5,Returning,Card,0.11,2.7,1,S008,M002,2025-09-19
ORD00733,Grocery,2020.73,396.06,1,New,Card,0.02,2.1,0,S006,M002,2025-09-29
ORD00734,Footwear,3302.02,933.81,1,New,UPI,0.14,1.2,0,S010,M003,2025-11-19
ORD00735,Beauty,4688.66,455.08,5,Returning,Wallet,0.04,3.6,0,S009,M003,2025-09-30
ORD00736,Footwear,1164.59,173.12,4,New,Card,0.04,4.6,0,S001,M001,2025-11-26
ORD00737,Footwear,2339.94,186.43,7,Returning,UPI,0.09,2.8,0,S001,M001,2025-10-06
ORD00738,Beauty,4710.34,1176.77,2,New,Wallet,0.12,1.2,0,S002,M001,2025-09-06
ORD00739,Grocery,1606.6,249.57,5,New,COD,0.23,2.5,0,S007,M002,2025-10-25
ORD00740,Electronics,354.56,65.25,6,Returning,Card,0.25,4.8,1,S007,M002,2025-11-24
ORD00741,Home,4174.02,1137.17,6,New,Wallet,0.1,4.4,1,S007,M002,2025-09-20
ORD00742,Home,4430.3,828.11,1,Returning,Wallet,0.1,3.0,0,S002,M001,2025-09-05
ORD00743,Clothing,1856.21,247.45,3,New,Wallet,0.19,3.1,0,S008,M002,2025-11-06
ORD00744,Footwear,1169.25,97.17,1,Returning,Card,0.18,1.1,0,S003,M001,2025-11-16
ORD00745,Clothing,1235.39,146.81,3,New,COD,0.21,1.3,1,S004,M001,2025-10-12
ORD00746,Electronics,1360.07,121.62,4,New,UPI,0.22,3.6,0,S004,M001,2025-10-28
ORD00747,Beauty,2789.11,576.67,1,New,COD,0.06,2.8,1,S003,M001,2025-09-19
ORD00748,Grocery,4609.69,410.04,6,Returning,UPI,0.15,4.4,0,S006,M002,2025-09-20
ORD00749,Home,207.91,69.28,2,Returning,COD,0.18,1.6,0,S007,M002,2025-09-11
ORD00750,Footwear,691.34,76.08,4,New,Card,0.15,1.6,0,S007,M002,2025-09-20
ORD00751,Electronics,2212.65,479.73,3,New,Wallet,0.06,3.6,0,S007,M002,2025-10-20
ORD00752,Footwear,1519.47,361.6,4,Returning,Wallet,0.09,4.8,0,S002,M001,2025-11-06
ORD00753,Home,3698.04,709.13,5,New,COD,0.2,3.4,0,S006,M002,2025-10-31
ORD00754,Grocery,2045.23,532.9,7,New,Wallet,0.13,2.3,0,S003,M001,2025-10-13
ORD00755,Grocery,1771.08,506.69,6,Returning,COD,0.02,3.2,0,S009,M003,2025-11-05
ORD00756,Footwear,1411.43,135.66,3,New,UPI,0.18,3.7,1,S006,M002,2025-09-15
ORD00757,Clothing,3650.39,1190.22,5,New,Card,0.13,3.9,0,S009,M003,2025-10-29
ORD00758,Footwear,554.66,45.48,5,Returning,Card,0.18,1.6,0,S007,M002,2025-09-17
ORD00759,Clothing,929.24,90.7,1,New,UPI,0.12,1.0,1,S007,M002,2025-11-03
ORD00760,Clothing,1899.15,138.22,2,New,Card,0.22,2.7,1,S008,M002,2025-10-03
ORD00761,Footwear,4045.26,496.79,3,New,Wallet,0.14,4.4,0,S010,M003,2025-09-14
ORD00762,Home,2080.41,282.46,1,New,Wallet,0.18,3.5,0,S003,M001,2025-11-03
ORD00763,Grocery,4364.01,1175.16,3,New,COD,0.06,1.4,0,S001,M001,2025-09-01
ORD00764,Footwear,1459.44,498.09,3,Returning,Wallet,0.24,4.8,0,S009,M003,2025-10-23
ORD00765,Grocery,1871.31,133.45,4,Returning,COD,0.02,1.2,1,S007,M002,2025-11-12
ORD00766,Home,4863.65,1262.17,3,New,UPI,0.2,4.9,0,S009,M003,2025-11-22
ORD00767,Clothing,4583.26,832.39,7,New,Wallet,0.08,1.4,1,S003,M001,2025-10-08
ORD00768,Grocery,3855.76,841.0,3,New,Card,0.05,1.6,0,S006,M002,2025-10-11
ORD00769,Clothing,1264.49,346.47,3,New,Wallet,0.05,4.4,0,S003,M001,2025-09-08
ORD00770,Footwear,2069.6,621.75,6,Returning,Card,0.24,4.0,0,S004,M001,2025-10-27
ORD00771,Footwear,3912.46,1363.94,6,Returning,COD,0.13,3.1,0,S003,M001,2025-09-25
ORD00772,Footwear,4540.04,1174.49,7,New,Wallet,0.06,2.8,1,S004,M001,2025-11-17
ORD00773,Footwear,1909.41,348.54,1,New,Card,0.21,4.8,1,S010,M003,2025-09-27
ORD00774,Beauty,3073.31,975.69,2,Returning,UPI,0.09,2.5,0,S009,M003,2025-11-07
ORD00775,Electronics,4756.08,510.07,2,New,UPI,0.1,1.1,0,S007,M002,2025-11-10
ORD00776,Beauty,1738.45,442.15,1,New,COD,0.18,1.7,0,S004,M001,2025-10-30
ORD00777,Electronics,930.9,305.36,7,New,UPI,0.11,2.1,0,S001,M001,2025-09-06
ORD00778,Footwear,2891.4,629.85,4,New,UPI,0.24,2.1,0,S002,M001,2025-10-06
ORD00779,Beauty,2106.98,452.56,6,New,Card,0.22,1.5,0,S010,M003,2025-10-28
ORD00780,Electronics,4116.03,284.7,3,Returning,Wallet,0.05,3.0,0,S008,M002,2025-09-20
ORD00781,Footwear,4658.9,1350.85,5,New,Wallet,0.07,4.6,0,S004,M001,2025-11-13
ORD00782,Footwear,4939.79,406.36,4,New,Wallet,0.04,2.2,0,S009,M003,2025-09-10
ORD00783,Grocery,1870.76,549.9,5,New,COD,0.15,2.8,0,S010,M003,2025-09-08
ORD00784,Home,3625.83,387.68,6,New,Card,0.17,4.5,0,S007,M002,2025-10-19
ORD00785,Electronics,1100.84,144.24,1,Returning,Wallet,0.07,4.7,0,S009,M003,2025-10-27
ORD00786,Beauty,1129.38,219.22,6,Returning,COD,0.12,3.2,0,S007,M002,2025-10-07
ORD00787,Beauty,3092.21,725.44,7,Returning,Wallet,0.08,4.6,1,S004,M001,2025-09-05
ORD00788,Clothing,4409.44,404.83,5,Returning,Wallet,0.2,4.6,0,S009,M003,2025-09-02
ORD00789,Grocery,2322.82,126.0,7,Returning,UPI,0.17,3.1,1,S004,M001,2025-10-27
ORD00790,Beauty,2155.77,214.18,7,Returning,Card,0.13,3.6,0,S007,M002,2025-11-06
ORD00791,Electronics,4944.55,412.64,1,New,UPI,0.1,1.3,0,S008,M002,2025-10-26
ORD00792,Footwear,3710.07,1036.4,5,Returning,UPI,0.19,2.8,0,S004,M001,2025-09-28
ORD00793,Footwear,3763.22,487.96,4,Returning,Wallet,0.11,2.4,0,S009,M003,2025-10-05
ORD00794,Home,2213.32,441.41,2,Returning,UPI,0.03,4.4,0,S001,M001,2025-10-10
ORD00795,Clothing,3039.56,696.62,2,Returning,Wallet,0.08,1.5,0,S002,M001,2025-11-17
ORD00796,Grocery,4053.52,977.14,4,New,Card,0.09,2.2,0,S006,M002,2025-11-09
ORD00797,Home,1537.22,153.13,5,New,Card,0.24,2.5,0,S007,M002,2025-09-24
ORD00798,Electronics,4307.29,316.46,3,Returning,COD,0.07,4.4,0,S010,M003,2025-11-19
ORD00799,Grocery,3775.23,898.42,2,Returning,Wallet,0.21,1.1,0,S008,M002,2025-10-03
ORD00800,Beauty,797.75,47.34,3,New,Wallet,0.22,4.4,1,S006,M002,2025-10-29
ORD00801,Footwear,3821.74,346.88,4,Returning,Wallet,0.16,3.0,0,S010,M003,2025-09-08
ORD00802,Home,4927.13,606.69,3,Returning,COD,0.1,4.8,0,S009,M003,2025-09-25
ORD00803,Electronics,3986.71,815.03,1,New,COD,0.24,1.8,0,S008,M002,2025-09-29
ORD00804,Electronics,2146.7,699.29,7,Returning,UPI,0.24,1.2,1,S006,M002,2025-11-24
ORD00805,Grocery,4505.75,365.71,2,New,UPI,0.06,4.3,0,S003,M001,2025-09-25
ORD00806,Grocery,4336.47,330.12,3,New,COD,0.04,2.3,0,S008,M002,2025-10-04
ORD00807,Electronics,3121.2,451.32,3,Returning,UPI,0.18,1.1,0,S009,M003,2025-09-19
ORD00808,Home,4030.48,382.8,4,New,COD,0.24,4.8,1,S009,M003,2025-10-22
ORD00809,Beauty,3700.27,833.16,5,Returning,Wallet,0.18,1.4,0,S001,M001,2025-11-14
ORD00810,Grocery,2620.76,275.51,6,New,Card,0.1,1.7,0,S007,M002,2025-11-04
ORD00811,Grocery,4236.11,535.16,2,New,Wallet,0.15,1.9,0,S010,M003,2025-10-19
ORD00812,Beauty,4772.81,519.12,7,New,UPI,0.02,3.6,0,S010,M003,2025-09-16
ORD00813,Electronics,2617.81,473.25,7,New,COD,0.2,3.1,1,S009,M003,2025-09-03
ORD00814,Electronics,551.48,45.14,1,New,COD,0.15,2.5,1,S007,M002,2025-09-06
ORD00815,Footwear,410.65,109.4,1,New,UPI,0.07,1.2,0,S006,M002,2025-09-05
ORD00816,Footwear,3485.33,465.61,5,Returning,Card,0.19,3.5,0,S008,M002,2025-10-11
ORD00817,Home,4364.14,1038.6,4,Returning,Wallet,0.21,2.7,0,S010,M003,2025-09-24
ORD00818,Home,2481.39,448.78,3,New,Wallet,0.2,2.7,0,S008,M002,2025-09-01
ORD00819,Grocery,2227.92,296.53,2,Returning,Card,0.03,3.6,0,S004,M001,2025-10-10
ORD00820,Clothing,4018.08,1381.27,6,New,UPI,0.23,4.9,0,S010,M003,2025-11-28
ORD00821,Electronics,4554.83,883.56,3,Returning,Card,0.19,3.9,0,S001,M001,2025-10-28
ORD00822,Beauty,1868.26,413.35,2,Returning,COD,0.12,2.0,0,S006,M002,2025-11-11
ORD00823,Beauty,2030.4,244.61,7,Returning,Card,0.16,3.5,0,S008,M002,2025-11-04
ORD00824,Grocery,2195.12,739.31,7,Returning,COD,0.19,4.1,0,S010,M003,2025-09-18
ORD00825,Footwear,4334.7,1446.54,3,Returning,Card,0.18,2.6,0,S009,M003,2025-10-23
ORD00826,Electronics,1603.15,216.82,3,New,UPI,0.05,1.7,1,S009,M003,2025-09-13
ORD00827,Grocery,2841.77,166.38,1,New,COD,0.06,2.0,0,S003,M001,2025-10-22
ORD00828,Clothing,2788.52,561.84,6,Returning,UPI,0.02,3.9,1,S007,M002,2025-11-09
ORD00829,Electronics,1893.91,279.07,5,New,Card,0.04,4.2,1,S008,M002,2025-10-31
ORD00830,Home,4999.99,1332.78,7,New,Wallet,0.18,2.8,0,S001,M001,2025-10-26
ORD00831,Clothing,2331.1,505.7,3,New,Wallet,0.12,3.6,0,S004,M001,2025-10-05
ORD00832,Grocery,1145.99,252.33,4,New,COD,0.21,2.5,0,S009,M003,2025-09-23
ORD00833,Footwear,1282.1,367.12,6,Returning,Wallet,0.25,1.3,1,S007,M002,2025-11-08
ORD00834,Home,2315.34,780.42,5,Returning,Wallet,0.17,2.9,1,S008,M002,2025-11-04
ORD00835,Electronics,3319.83,471.35,2,Returning,UPI,0.1,4.3,0,S007,M002,2025-11-15
ORD00836,Grocery,4192.84,217.92,1,Returning,Card,0.05,3.1,0,S010,M003,2025-11-06
ORD00837,Grocery,3089.09,729.49,5,Returning,Card,0.02,1.5,1,S010,M003,2025-09-08
ORD00838,Beauty,3488.81,440.13,7,Returning,COD,0.13,3.4,0,S006,M002,2025-09-30
ORD00839,Grocery,4763.87,1450.24,7,Returning,Card,0.11,1.7,0,S005,M001,2025-10-21
ORD00840,Grocery,3427.28,432.08,4,New,Card,0.16,3.7,0,S008,M002,2025-08-31
ORD00841,Home,3046.23,234.03,4,New,UPI,0.2,4.7,0,S009,M003,2025-09-04
ORD00842,Beauty,686.09,71.46,7,New,COD,0.23,2.5,0,S003,M001,2025-10-17
ORD00843,Home,593.32,176.51,7,New,COD,0.1,3.7,0,S010,M003,2025-11-21
ORD00844,Grocery,1218.45,157.75,1,New,Wallet,0.09,2.7,0,S005,M001,2025-10-14
ORD00845,Home,2557.37,562.64,6,Returning,UPI,0.13,1.6,0,S009,M003,2025-10-24
ORD00846,Clothing,4241.46,695.17,2,Returning,COD,0.13,1.2,0,S009,M003,2025-10-14
ORD00847,Footwear,1499.88,428.83,6,Returning,COD,0.03,3.9,0,S009,M003,2025-08-31
ORD00848,Beauty,2770.18,911.73,2,New,UPI,0.08,3.8,0,S009,M003,2025-10-18
ORD00849,Beauty,4444.67,1257.31,5,Returning,Card,0.14,4.7,0,S010,M003,2025-09-18
ORD00850,Beauty,716.94,95.7,2,Returning,Card,0.17,3.7,0,S008,M002,2025-09-13
ORD00851,Footwear,3840.8,599.2,2,New,COD,0.02,2.6,0,S006,M002,2025-09-26
ORD00852,Clothing,4025.71,266.43,5,Returning,Card,0.14,4.8,0,S007,M002,2025-09-13
ORD00853,Footwear,759.81,208.99,1,New,COD,0.14,5.0,0,S007,M002,2025-11-24
ORD00854,Beauty,553.72,76.25,3,New,UPI,0.22,3.4,0,S007,M002,2025-10-21
ORD00855,Home,4904.04,675.23,2,Returning,COD,0.04,2.2,0,S010,M003,2025-10-22
ORD00856,Grocery,1220.12,328.56,6,Returning,Wallet,0.13,4.5,0,S001,M001,2025-10-05
ORD00857,Grocery,2379.63,641.94,6,Returning,COD,0.2,2.5,0,S001,M001,2025-10-27
ORD00858,Electronics,3416.69,458.65,3,New,COD,0.24,3.1,1,S002,M001,2025-11-24
ORD00859,Electronics,1536.77,345.7,3,New,UPI,0.17,1.3,0,S004,M001,2025-11-18
ORD00860,Beauty,406.79,94.87,3,New,Card,0.25,3.4,0,S009,M003,2025-10-12
ORD00861,Footwear,1135.41,169.39,3,New,COD,0.06,3.4,1,S009,M003,2025-10-06
ORD00862,Beauty,3884.11,273.66,1,New,COD,0.09,2.0,0,S009,M003,2025-11-13
ORD00863,Home,2729.34,240.01,4,Returning,UPI,0.13,4.6,0,S009,M003,2025-11-12
ORD00864,Grocery,4203.91,1219.57,6,Returning,COD,0.18,4.6,0,S010,M003,2025-11-14
ORD00865,Footwear,394.76,112.74,5,Returning,UPI,0.16,4.1,0,S005,M001,2025-10-03
ORD00866,Grocery,3261.75,299.38,5,Returning,Wallet,0.08,4.5,0,S002,M001,2025-11-21
ORD00867,Grocery,1798.23,416.64,2,New,Card,0.05,2.7,0,S008,M002,2025-09-25
ORD00868,Beauty,3900.48,642.93,5,Returning,Wallet,0.24,2.6,0,S010,M003,2025-09-05
ORD00869,Clothing,1704.3,190.83,7,New,Card,0.13,3.1,0,S008,M002,2025-10-21
ORD00870,Footwear,3079.57,655.15,4,Returning,Wallet,0.16,1.1,0,S007,M002,2025-09-22
ORD00871,Electronics,4582.05,951.39,2,New,UPI,0.24,2.8,0,S006,M002,2025-09-18
ORD00872,Grocery,1599.61,465.46,5,Returning,UPI,0.25,1.4,0,S010,M003,2025-09-04
ORD00873,Clothing,4932.19,405.17,1,Returning,Card,0.17,2.7,1,S008,M002,2025-09-22
ORD00874,Beauty,4737.51,391.74,1,Returning,Card,0.2,4.1,0,S006,M002,2025-11-27
ORD00875,Electronics,1524.8,174.77,4,Returning,Card,0.11,3.3,0,S007,M002,2025-10-06
ORD00876,Home,1006.31,61.86,4,New,COD,0.25,2.5,0,S003,M001,2025-10-15
ORD00877,Beauty,3392.81,246.09,2,New,Card,0.05,3.7,0,S007,M002,2025-11-15
ORD00878,Home,3921.35,1121.25,5,New,UPI,0.17,4.6,0,S002,M001,2025-11-20
ORD00879,Grocery,1085.83,183.86,6,New,Card,0.03,2.1,1,S006,M002,2025-10-27
ORD00880,Grocery,3247.71,933.4,6,New,Card,0.08,4.2,0,S003,M001,2025-11-13
ORD00881,Grocery,3391.55,974.27,7,New,Card,0.19,4.5,0,S009,M003,2025-10-02
ORD00882,Home,1121.34,361.03,5,Returning,COD,0.21,4.8,0,S006,M002,2025-09-20
ORD00883,Beauty,2602.07,316.59,7,New,COD,0.07,1.9,0,S010,M003,2025-11-18
ORD00884,Home,4384.49,287.49,3,Returning,COD,0.02,1.4,0,S005,M001,2025-11-13
ORD00885,Footwear,266.59,47.83,6,New,Wallet,0.06,3.0,0,S001,M001,2025-11-20
ORD00886,Grocery,2617.61,163.16,4,New,UPI,0.12,2.7,0,S010,M003,2025-09-12
ORD00887,Footwear,1786.12,457.23,3,New,Wallet,0.09,1.5,0,S010,M003,2025-09-26
ORD00888,Footwear,2547.59,569.91,4,New,Card,0.13,3.6,1,S007,M002,2025-11-04
ORD00889,Electronics,209.16,63.32,1,Returning,UPI,0.03,4.0,0,S003,M001,2025-09-20
ORD00890,Clothing,727.03,244.12,4,New,Card,0.21,4.0,0,S003,M001,2025-11-20
ORD00891,Electronics,4835.67,1081.45,1,New,COD,0.19,4.9,0,S002,M001,2025-09-04
ORD00892,Electronics,1203.07,238.76,1,Returning,UPI,0.15,4.3,0,S006,M002,2025-11-05
ORD00893,Beauty,2238.93,559.19,5,Returning,COD,0.13,1.4,0,S001,M001,2025-11-15
ORD00894,Grocery,2127.61,648.82,3,New,COD,0.09,1.7,0,S007,M002,2025-11-15
ORD00895,Grocery,1896.4,255.88,6,Returning,COD,0.15,3.1,0,S009,M003,2025-09-09
ORD00896,Footwear,886.71,188.65,2,New,UPI,0.12,2.5,0,S004,M001,2025-10-27
ORD00897,Home,1304.83,218.95,5,Returning,UPI,0.08,3.2,0,S003,M001,2025-11-06
ORD00898,Beauty,3988.31,769.42,7,Returning,UPI,0.2,3.5,0,S009,M003,2025-08-31
ORD00899,Footwear,1315.26,92.34,3,Returning,Card,0.1,1.9,0,S010,M003,2025-11-06
ORD00900,Home,4427.17,1306.4,7,New,Wallet,0.05,2.5,1,S004,M001,2025-10-17
ORD00901,Clothing,853.58,92.27,2,Returning,Wallet,0.24,1.4,1,S001,M001,2025-09-23
ORD00902,Beauty,3308.72,1039.36,6,New,Card,0.06,3.9,0,S010,M003,2025-10-01
ORD00903,Grocery,4093.89,1252.14,5,New,UPI,0.04,4.1,0,S008,M002,2025-09-18
ORD00904,Clothing,4813.77,1195.91,6,New,COD,0.04,1.7,1,S010,M003,2025-11-02
ORD00905,Electronics,3937.32,1028.2,3,New,Card,0.13,2.0,0,S008,M002,2025-11-02
ORD00906,Grocery,4559.43,1135.69,1,Returning,COD,0.24,2.3,0,S008,M002,2025-10-31
ORD00907,Clothing,2607.42,208.69,2,Returning,COD,0.22,2.3,1,S009,M003,2025-11-09
ORD00908,Footwear,2628.55,724.78,6,New,Card,0.17,1.5,1,S007,M002,2025-09-06
ORD00909,Electronics,2930.67,771.31,5,New,Wallet,0.22,1.4,1,S004,M001,2025-09-20
